归一化相速 耦合阻抗 衰减
0.0821239	5.21023	20.7591
0.0927527	8.39682	16.9337
0.101867	24.4591	16.1188
0.0873094	8.21425	18.9599
0.819036	5.09423	20.8381
0.110875	27.8185	14.4165
0.103476	23.5972	15.6043
0.0999679	16.7647	15.9473
0.0998297	21.7064	16.2592
0.0874497	7.63651	18.7805
0.0949634	100.627	8.78052
0.0864192	74.9578	9.83451
0.125441	141.797	6.62112
0.922993	9.90773	17.229
0.102259	139.451	1.035
0.11275	145.665	7.36425
0.113988	139.032	7.28102
0.098485	91.552	8.20751
0.0914958	18.2123	19.1476
0.0950147	102.092	8.82937
0.115714	136.467	7.10295
0.0970947	11.8881	15.5913
0.100669	97.4745	8.02386
0.110676	122.313	7.37124
0.0848863	76.794	10.1756
0.0871349	81.0122	9.76041
0.1051	103.292	7.51371
0.138533	123.16	3.36379
0.108613	117.116	6.13869
0.129731	148.538	6.20533
0.129785	149.338	6.20722
0.129164	146.202	6.22724
0.128729	143.998	6.27182
0.126482	133.377	6.27538
0.125897	130.9	6.30265
0.128157	141.784	6.30424
0.124087	123.038	6.33196
0.127061	135.91	6.33393
0.127704	139.473	6.34672
0.127343	137.31	6.35222
0.127343	137.31	6.35373
0.128012	149.339	6.36008
0.125892	141.283	6.36218
0.12438	131.471	6.38928
0.127403	146.377	6.39829
0.124727	125.752	6.40694
0.126401	140.329	6.40718
0.125291	128.227	6.40756
0.127987	148.618	6.4227
0.12704	143.987	6.42707
0.123989	128.711	6.43838
0.125086	134.274	6.44961
0.126505	141.936	6.45697
0.122485	134.107	6.46328
0.125742	137.802	6.46581
0.125779	137.929	6.46727
0.126002	145.344	6.47337
0.125483	148.784	6.47371
0.122619	123.469	6.47887
0.12212	131.83	6.48618
0.125417	136.1	6.49422
0.124986	146.531	6.49493
0.125655	150.333	6.4956
0.123485	126.63	6.496
0.123852	140.638	6.5222
0.121464	129.049	6.52424
0.124487	137.704	6.53308
0.124834	139.586	6.53564
0.12579	143.954	6.53924
0.124446	144.504	6.54214
0.123025	138.06	6.54371
0.123098	136.925	6.54891
0.123356	138.109	6.56547
0.123356	138.109	6.5664
0.124399	145.322	6.56793
0.124132	142.307	6.58343
0.120402	123.863	6.58367
0.123674	133.086	6.59023
0.123674	133.086	6.59133
0.124049	135.433	6.59975
0.12129	121.891	6.60204
0.124067	143.874	6.60393
0.120966	126.653	6.60538
0.121006	138.369	6.6123
0.121006	138.369	6.61257
0.120817	127.212	6.61504
0.122875	129.211	6.61723
0.122475	135.591	6.61773
0.123427	131.853	6.61909
0.122216	133.549	6.62731
0.121991	145.266	6.62832
0.122216	133.545	6.62844
0.118655	127.415	6.6348
0.121334	141.431	6.6427
0.121393	128.075	6.64948
0.120292	136.035	6.64984
0.122296	145.317	6.65269
0.121521	140.862	6.65399
0.122284	126.612	6.65833
0.124039	142.47	6.66731
0.119894	133.349	6.66885
0.11987	133.494	6.67055
0.120587	119.051	6.67277
0.120264	134.796	6.67861
0.118974	129.767	6.68034
0.121651	144.147	6.68067
0.120133	128.544	6.68338
0.120132	128.544	6.68466
0.119877	127.079	6.69292
0.122097	139.331	6.69769
0.12275	147.398	6.69772
0.118979	127.448	6.69848
0.120555	131.01	6.69991
0.119473	131.973	6.71116
0.121779	124.228	6.71619
0.118894	122.307	6.71686
0.123093	150.432	6.71737
0.120638	138.19	6.71798
0.120762	136.854	6.71969
0.121348	135.252	6.72371
0.121979	143.137	6.72743
0.120232	124.443	6.73575
0.121	132.863	6.7411
0.119846	122.108	6.7415
0.12178	137.286	6.74176
0.11827	124.39	6.74585
0.120879	151.12	6.74974
0.119493	125.172	6.75306
0.118766	138.751	6.75783
0.117949	124.598	6.75817
0.117631	122.152	6.76062
0.121991	132.134	6.76587
0.119245	119.313	6.76619
0.119896	132.348	6.77261
0.122305	140.354	6.77446
0.120918	139.861	6.77829
0.122957	149.243	6.77878
0.117378	132.45	6.79354
0.119127	131.291	6.80014
